State,Chamber,Name,URL,Party,Born,Tenure (years),Article length (characters),"Most common sentiment, BERT","Sentiment with highest weighted vote, BERT","Sentiment with highest weighted probability, BERT","Weighted probability of negative sentiment, BERT","Weighted probability of neutral sentiment, BERT","Weighted probability of positive sentiment, BERT","Number of paragraphs with negative sentiment, BERT","Number of paragraphs with neutral sentiment, BERT","Number of paragraphs with positive sentiment, BERT","Percent of paragraphs with negative sentiment, BERT","Percent of paragraphs with neutral sentiment, BERT","Percent of paragraphs with positive sentiment, BERT","Most common sentiment, RoBERTa","Sentiment with highest weighted vote, RoBERTa","Sentiment with highest weighted probability, RoBERTa","Weighted probability of negative sentiment, RoBERTa","Weighted probability of neutral sentiment, RoBERTa","Weighted probability of positive sentiment, RoBERTa","Number of paragraphs with negative sentiment, RoBERTa","Number of paragraphs with neutral sentiment, RoBERTa","Number of paragraphs with positive sentiment, RoBERTa","Percent of paragraphs with negative sentiment, RoBERTa","Percent of paragraphs with neutral sentiment, RoBERTa","Percent of paragraphs with positive sentiment, RoBERTa","Most common sentiment, RoBERTuito","Sentiment with highest weighted vote, RoBERTuito","Sentiment with highest weighted probability, RoBERTuito","Weighted probability of negative sentiment, RoBERTuito","Weighted probability of neutral sentiment, RoBERTuito","Weighted probability of positive sentiment, RoBERTuito","Number of paragraphs with negative sentiment, RoBERTuito","Number of paragraphs with neutral sentiment, RoBERTuito","Number of paragraphs with positive sentiment, RoBERTuito","Percent of paragraphs with negative sentiment, RoBERTuito","Percent of paragraphs with neutral sentiment, RoBERTuito","Percent of paragraphs with positive sentiment, RoBERTuito"
Alabama,House,Barry Moore,https://en.wikipedia.org/wiki/Barry_Moore_(American_politician),Republican,"September 26, 1966 (age 59)",5,8939,Neutral,Neutral,Neutral,0.327033108,0.557756322,0.115210586,7,26,2,20,74.28571429,5.714285714,Neutral,Neutral,Neutral,0.259362854,0.637907525,0.102729631,8,25,2,22.85714286,71.42857143,5.714285714,Neutral,Neutral,Neutral,0.222212054,0.663097914,0.11469004,5,28,2,14.28571429,80,5.714285714
Alabama,House,Shomari Figures,https://en.wikipedia.org/wiki/Shomari_Figures,Democratic,"September 3, 1985 (age 40)",1,3557,Neutral,Neutral,Neutral,0.202243945,0.674817771,0.122938279,1,10,0,9.090909091,90.90909091,0,Neutral,Neutral,Neutral,0.028998771,0.837367636,0.133633595,0,11,0,0,100,0,Neutral,Neutral,Neutral,0.089964538,0.812845852,0.097189595,0,11,0,0,100,0
Alabama,House,Mike Rogers,https://en.wikipedia.org/wiki/Mike_Rogers_(Alabama_politician),Republican,"July 16, 1958 (age 67)",23,13047,Neutral,Neutral,Neutral,0.355128185,0.486530587,0.158341228,8,27,3,21.05263158,71.05263158,7.894736842,Neutral,Neutral,Neutral,0.232974707,0.685156645,0.081868651,8,29,1,21.05263158,76.31578947,2.631578947,Neutral,Neutral,Neutral,0.212967377,0.666296615,0.120736009,6,30,2,15.78947368,78.94736842,5.263157895
Alabama,House,Robert Aderholt,https://en.wikipedia.org/wiki/Robert_Aderholt,Republican,"July 22, 1965 (age 60)",29,10632,Neutral,Neutral,Neutral,0.251733845,0.567485209,0.180780951,6,32,4,14.28571429,76.19047619,9.523809524,Neutral,Neutral,Neutral,0.169506917,0.678276703,0.152216369,5,34,3,11.9047619,80.95238095,7.142857143,Neutral,Neutral,Neutral,0.097878591,0.739627301,0.16249411,4,35,3,9.523809524,83.33333333,7.142857143
Alabama,House,Dale Strong,https://en.wikipedia.org/wiki/Dale_Strong,Republican,"May 8, 1970 (age 55)",3,8926,Neutral,Neutral,Neutral,0.258657524,0.538543864,0.202798631,2,18,2,9.090909091,81.81818182,9.090909091,Neutral,Neutral,Neutral,0.053095971,0.759575587,0.187328455,0,20,2,0,90.90909091,9.090909091,Neutral,Neutral,Neutral,0.027637054,0.782283898,0.190079029,0,20,2,0,90.90909091,9.090909091
Alabama,House,Gary Palmer,https://en.wikipedia.org/wiki/Gary_Palmer_(politician),Republican,"May 14, 1954 (age 71)",11,10790,Neutral,Neutral,Neutral,0.314069171,0.513736039,0.172194798,9,26,3,23.68421053,68.42105263,7.894736842,Neutral,Neutral,Neutral,0.207729511,0.65672085,0.13554962,8,28,2,21.05263158,73.68421053,5.263157895,Neutral,Neutral,Neutral,0.175257194,0.704169215,0.120573591,4,32,2,10.52631579,84.21052632,5.263157895
Alabama,House,Terri Sewell,https://en.wikipedia.org/wiki/Terri_Sewell,Democratic,"January 1, 1965 (age 60)",15,11259,Neutral,Neutral,Neutral,0.184335123,0.607599282,0.208065589,5,46,4,9.090909091,83.63636364,7.272727273,Neutral,Neutral,Neutral,0.100341363,0.696299048,0.2033596,6,44,5,10.90909091,80,9.090909091,Neutral,Neutral,Neutral,0.07973576,0.670954917,0.249309319,5,39,11,9.090909091,70.90909091,20
Alaska,House,Nick Begich III,https://en.wikipedia.org/wiki/Nick_Begich_III,Republican,"October 27, 1977 (age 47)",1,6584,Neutral,Neutral,Neutral,0.203444866,0.66152915,0.135025997,3,18,0,14.28571429,85.71428571,0,Neutral,Neutral,Neutral,0.041640884,0.820912883,0.137446239,0,20,1,0,95.23809524,4.761904762,Neutral,Neutral,Neutral,0.041532382,0.824166549,0.134301082,0,19,2,0,90.47619048,9.523809524
Arizona,House,David Schweikert,https://en.wikipedia.org/wiki/David_Schweikert,Republican,"March 3, 1962 (age 63)",15,13625,Neutral,Neutral,Neutral,0.401305409,0.479581862,0.119112733,13,34,2,26.53061224,69.3877551,4.081632653,Neutral,Neutral,Neutral,0.218974859,0.68338179,0.097643359,8,37,4,16.32653061,75.51020408,8.163265306,Neutral,Neutral,Neutral,0.260588162,0.638927614,0.100484227,9,35,5,18.36734694,71.42857143,10.20408163
Arizona,House,Eli Crane,https://en.wikipedia.org/wiki/Eli_Crane,Republican,"January 3, 1980 (age 45)",3,5646,Neutral,Neutral,Neutral,0.202309442,0.693382812,0.104307737,1,26,0,3.703703704,96.2962963,0,Neutral,Neutral,Neutral,0.165706271,0.74519993,0.089093784,2,25,0,7.407407407,92.59259259,0,Neutral,Neutral,Neutral,0.144124248,0.761081876,0.09479387,3,23,1,11.11111111,85.18518519,3.703703704
Arizona,House,Yassamin Ansari,https://en.wikipedia.org/wiki/Yassamin_Ansari,Democratic,"April 7, 1992 (age 33)",1,6307,Neutral,Neutral,Neutral,0.194148481,0.611016304,0.194835213,3,17,2,13.63636364,77.27272727,9.090909091,Neutral,Neutral,Neutral,0.087817273,0.726297999,0.185884718,1,20,1,4.545454545,90.90909091,4.545454545,Neutral,Neutral,Neutral,0.044256564,0.750679049,0.205064385,0,20,2,0,90.90909091,9.090909091
Arizona,House,Greg Stanton,https://en.wikipedia.org/wiki/Greg_Stanton,Democratic,"March 8, 1970 (age 55)",7,4848,Neutral,Neutral,Neutral,0.208353814,0.637888325,0.153757856,2,21,0,8.695652174,91.30434783,0,Neutral,Neutral,Neutral,0.071751052,0.811869159,0.116379783,1,22,0,4.347826087,95.65217391,0,Neutral,Neutral,Neutral,0.060644851,0.772370549,0.1669846,1,20,2,4.347826087,86.95652174,8.695652174
Arizona,House,Andy Biggs,https://en.wikipedia.org/wiki/Andy_Biggs,Republican,"November 7, 1958 (age 66)",9,18890,Neutral,Neutral,Neutral,0.379686296,0.513763275,0.106550438,17,48,2,25.37313433,71.64179104,2.985074627,Neutral,Neutral,Neutral,0.332542462,0.596152704,0.07130483,19,47,1,28.35820896,70.14925373,1.492537313,Neutral,Neutral,Neutral,0.291053701,0.61382262,0.09512369,14,48,5,20.89552239,71.64179104,7.462686567
Arizona,House,Juan Ciscomani,https://en.wikipedia.org/wiki/Juan_Ciscomani,Republican,"August 31, 1982 (age 43)",3,4742,Neutral,Neutral,Neutral,0.183581146,0.647491237,0.168927601,1,22,2,4,88,8,Neutral,Neutral,Neutral,0.116221258,0.774908142,0.108870608,2,22,1,8,88,4,Neutral,Neutral,Neutral,0.117782623,0.75557049,0.1266469,2,21,2,8,84,8
Arizona,House,Abraham Hamadeh,https://en.wikipedia.org/wiki/Abraham_Hamadeh,Republican,"May 15, 1991 (age 34)",1,11476,Neutral,Neutral,Neutral,0.338201225,0.50961169,0.152187087,6,20,1,22.22222222,74.07407407,3.703703704,Neutral,Neutral,Neutral,0.144839035,0.698043458,0.157117514,3,22,2,11.11111111,81.48148148,7.407407407,Neutral,Neutral,Neutral,0.154619861,0.718186283,0.127193847,3,23,1,11.11111111,85.18518519,3.703703704
Arizona,House,Paul Gosar,https://en.wikipedia.org/wiki/Paul_Gosar,Republican,"November 27, 1958 (age 66)",15,32539,Neutral,Negative,Neutral,0.396003573,0.443663729,0.160332702,31,58,8,31.95876289,59.79381443,8.24742268,Neutral,Neutral,Neutral,0.309532156,0.617122644,0.0733452,27,67,3,27.83505155,69.07216495,3.092783505,Neutral,Neutral,Neutral,0.260481682,0.654453668,0.085064654,17,74,6,17.5257732,76.28865979,6.18556701
Arkansas,House,Rick Crawford,https://en.wikipedia.org/wiki/Rick_Crawford_(politician),Republican,"January 22, 1966 (age 59)",15,7064,Neutral,Neutral,Neutral,0.184352424,0.621337099,0.194310466,2,27,2,6.451612903,87.09677419,6.451612903,Neutral,Neutral,Neutral,0.068262262,0.780130758,0.151606972,1,26,4,3.225806452,83.87096774,12.90322581,Neutral,Neutral,Neutral,0.050014603,0.796491939,0.15349347,1,28,2,3.225806452,90.32258065,6.451612903
Arkansas,House,French Hill,https://en.wikipedia.org/wiki/French_Hill_(politician),Republican,"December 5, 1956 (age 68)",11,6093,Neutral,Neutral,Neutral,0.188302857,0.663026495,0.148670648,1,28,3,3.125,87.5,9.375,Neutral,Neutral,Neutral,0.097368569,0.774728649,0.127902792,2,28,2,6.25,87.5,6.25,Neutral,Neutral,Neutral,0.051888047,0.802847961,0.145263998,1,27,4,3.125,84.375,12.5
Arkansas,House,Steve Womack,https://en.wikipedia.org/wiki/Steve_Womack,Republican,"February 18, 1957 (age 68)",15,7629,Neutral,Neutral,Neutral,0.266606137,0.610568236,0.122825653,3,31,1,8.571428571,88.57142857,2.857142857,Neutral,Neutral,Neutral,0.079074684,0.824604284,0.096321031,1,34,0,2.857142857,97.14285714,0,Neutral,Neutral,Neutral,0.055966875,0.840142213,0.103890908,1,31,3,2.857142857,88.57142857,8.571428571
Arkansas,House,Bruce Westerman,https://en.wikipedia.org/wiki/Bruce_Westerman,Republican,"November 18, 1967 (age 57)",11,4490,Neutral,Neutral,Neutral,0.196261746,0.671764339,0.131973912,1,24,0,4,96,0,Neutral,Neutral,Neutral,0.074405891,0.838951405,0.086642707,0,25,0,0,100,0,Neutral,Neutral,Neutral,0.04774592,0.856669499,0.095584578,0,24,1,0,96,4
California,House,Doug LaMalfa,https://en.wikipedia.org/wiki/Doug_LaMalfa,Republican,"July 2, 1960 (age 65)",13,13955,Neutral,Neutral,Neutral,0.367355335,0.483489379,0.149155277,12,40,3,21.81818182,72.72727273,5.454545455,Neutral,Neutral,Neutral,0.320627653,0.567602371,0.111769976,17,35,3,30.90909091,63.63636364,5.454545455,Neutral,Neutral,Neutral,0.240417314,0.601701196,0.157881488,13,35,7,23.63636364,63.63636364,12.72727273
California,House,Jared Huffman,https://en.wikipedia.org/wiki/Jared_Huffman,Democratic,"February 18, 1964 (age 61)",13,10159,Neutral,Neutral,Neutral,0.361978492,0.530955558,0.107065961,7,27,0,20.58823529,79.41176471,0,Neutral,Neutral,Neutral,0.177425343,0.673024282,0.149550365,5,29,0,14.70588235,85.29411765,0,Neutral,Neutral,Neutral,0.141646596,0.702405874,0.155947539,2,29,3,5.882352941,85.29411765,8.823529412
California,House,Kevin Kiley,https://en.wikipedia.org/wiki/Kevin_Kiley_(politician),Republican,"January 30, 1985 (age 40)",3,6889,Neutral,Neutral,Neutral,0.265262658,0.600487969,0.134249363,3,18,0,14.28571429,85.71428571,0,Neutral,Neutral,Neutral,0.081934466,0.841646157,0.076419374,1,20,0,4.761904762,95.23809524,0,Neutral,Neutral,Neutral,0.07516692,0.833533141,0.091299956,0,21,0,0,100,0
California,House,Mike Thompson,https://en.wikipedia.org/wiki/Mike_Thompson_(California_politician),Democratic,"January 24, 1951 (age 74)",27,7477,Neutral,Neutral,Neutral,0.287338838,0.526338201,0.186322942,6,14,3,26.08695652,60.86956522,13.04347826,Neutral,Neutral,Neutral,0.12975222,0.742171998,0.128075794,5,16,2,21.73913043,69.56521739,8.695652174,Neutral,Neutral,Neutral,0.077860941,0.796040816,0.126098248,3,17,3,13.04347826,73.91304348,13.04347826
California,House,Tom McClintock,https://en.wikipedia.org/wiki/Tom_McClintock,Republican,"July 10, 1956 (age 69)",17,20367,Neutral,Neutral,Neutral,0.339741947,0.533728775,0.126529276,17,46,1,26.5625,71.875,1.5625,Neutral,Neutral,Neutral,0.203754062,0.698545658,0.097700279,13,48,3,20.3125,75,4.6875,Neutral,Neutral,Neutral,0.150882794,0.735400488,0.113716724,11,50,3,17.1875,78.125,4.6875
California,House,Ami Bera,https://en.wikipedia.org/wiki/Ami_Bera,Democratic,"March 2, 1965 (age 60)",13,13729,Neutral,Neutral,Neutral,0.294952315,0.540828449,0.164219242,10,42,4,17.85714286,75,7.142857143,Neutral,Neutral,Neutral,0.133902768,0.718516017,0.147581206,6,47,3,10.71428571,83.92857143,5.357142857,Neutral,Neutral,Neutral,0.132704673,0.680982689,0.186312643,6,41,9,10.71428571,73.21428571,16.07142857
California,House,Doris Matsui,https://en.wikipedia.org/wiki/Doris_Matsui,Democratic,"September 25, 1944 (age 81)",21,9005,Neutral,Neutral,Neutral,0.244642691,0.488909386,0.26644792,4,21,8,12.12121212,63.63636364,24.24242424,Neutral,Neutral,Neutral,0.076775008,0.650499392,0.272725599,1,26,6,3.03030303,78.78787879,18.18181818,Neutral,Neutral,Neutral,0.030163015,0.630025861,0.339811122,0,23,10,0,69.6969697,30.3030303
California,House,John Garamendi,https://en.wikipedia.org/wiki/John_Garamendi,Democratic,"January 24, 1945 (age 80)",16,15316,Neutral,Neutral,Neutral,0.341578015,0.518449592,0.139972389,17,37,3,29.8245614,64.9122807,5.263157895,Neutral,Neutral,Neutral,0.165005787,0.71443679,0.120557419,10,44,3,17.54385965,77.19298246,5.263157895,Neutral,Neutral,Neutral,0.167388081,0.686299012,0.146312914,8,44,5,14.03508772,77.19298246,8.771929825
California,House,Josh Harder,https://en.wikipedia.org/wiki/Josh_Harder,Democratic,"August 1, 1986 (age 39)",7,5243,Neutral,Neutral,Neutral,0.235456519,0.6191663,0.145377181,2,18,1,9.523809524,85.71428571,4.761904762,Neutral,Neutral,Neutral,0.111645038,0.758434598,0.129920343,2,18,1,9.523809524,85.71428571,4.761904762,Neutral,Neutral,Neutral,0.11001376,0.751921933,0.138064337,2,17,2,9.523809524,80.95238095,9.523809524
California,House,Mark DeSaulnier,https://en.wikipedia.org/wiki/Mark_DeSaulnier,Democratic,"March 31, 1952 (age 73)",11,11230,Neutral,Neutral,Neutral,0.247695769,0.607068954,0.145235269,5,35,2,11.9047619,83.33333333,4.761904762,Neutral,Neutral,Neutral,0.112086886,0.783468511,0.104444599,4,38,0,9.523809524,90.47619048,0,Neutral,Neutral,Neutral,0.077263036,0.756321032,0.166415922,3,36,3,7.142857143,85.71428571,7.142857143
California,House,Nancy Pelosi,https://en.wikipedia.org/wiki/Nancy_Pelosi,Democratic,"March 26, 1940 (age 85)",38,95087,Neutral,Neutral,Neutral,0.381931553,0.409145516,0.208922928,72,112,30,33.64485981,52.3364486,14.01869159,Neutral,Neutral,Neutral,0.280920144,0.563074382,0.15600547,54,136,24,25.23364486,63.55140187,11.21495327,Neutral,Neutral,Neutral,0.229682011,0.563675962,0.206642023,44,137,33,20.56074766,64.01869159,15.42056075
California,House,Lateefah Simon,https://en.wikipedia.org/wiki/Lateefah_Simon,Democratic,"January 29, 1977 (age 48)",1,5973,Neutral,Neutral,Neutral,0.360139548,0.484928968,0.154931489,6,16,0,27.27272727,72.72727273,0,Neutral,Neutral,Neutral,0.22313815,0.611511325,0.165350536,4,17,1,18.18181818,77.27272727,4.545454545,Neutral,Neutral,Neutral,0.220268537,0.580338888,0.199392591,4,14,4,18.18181818,63.63636364,18.18181818
California,House,Adam Gray,https://en.wikipedia.org/wiki/Adam_Gray,Democratic,"September 23, 1977 (age 48)",1,5417,Neutral,Neutral,Neutral,0.256144893,0.646282407,0.097572716,2,18,0,10,90,0,Neutral,Neutral,Neutral,0.019326302,0.874989179,0.105684519,0,20,0,0,100,0,Neutral,Neutral,Neutral,0.007527638,0.916471898,0.076000473,0,19,1,0,95,5
California,House,Eric Swalwell,https://en.wikipedia.org/wiki/Eric_Swalwell,Democratic,"November 16, 1980 (age 44)",13,20079,Neutral,Neutral,Neutral,0.301943326,0.547707227,0.150349437,11,48,2,18.03278689,78.68852459,3.278688525,Neutral,Neutral,Neutral,0.131887695,0.773836809,0.094275489,3,55,3,4.918032787,90.16393443,4.918032787,Neutral,Neutral,Neutral,0.127936755,0.771797226,0.100266003,6,50,5,9.836065574,81.96721311,8.196721311
California,House,Kevin Mullin,https://en.wikipedia.org/wiki/Kevin_Mullin,Democratic,"June 15, 1970 (age 55)",3,3742,Neutral,Neutral,Neutral,0.120369804,0.771518629,0.108111568,0,19,0,0,100,0,Neutral,Neutral,Neutral,0.058698876,0.824980106,0.116321007,0,19,0,0,100,0,Neutral,Neutral,Neutral,0.060189286,0.8597475,0.080063215,0,19,0,0,100,0
California,House,Sam Liccardo,https://en.wikipedia.org/wiki/Sam_Liccardo,Democratic,"April 16, 1970 (age 55)",1,25908,Neutral,Neutral,Neutral,0.341130136,0.446950626,0.211919236,12,32,7,23.52941176,62.74509804,13.7254902,Neutral,Neutral,Neutral,0.125008514,0.622417077,0.252574395,5,35,11,9.803921569,68.62745098,21.56862745,Neutral,Neutral,Neutral,0.125850762,0.583694797,0.290454443,6,34,11,11.76470588,66.66666667,21.56862745
California,House,Ro Khanna,https://en.wikipedia.org/wiki/Ro_Khanna,Democratic,"September 13, 1976 (age 49)",9,41004,Neutral,Neutral,Neutral,0.255574698,0.486536569,0.257888735,12,79,19,10.90909091,71.81818182,17.27272727,Neutral,Neutral,Neutral,0.127376038,0.692785913,0.17983805,5,92,13,4.545454545,83.63636364,11.81818182,Neutral,Neutral,Neutral,0.091315552,0.679324918,0.229359522,5,77,28,4.545454545,70,25.45454545
California,House,Zoe Lofgren,https://en.wikipedia.org/wiki/Zoe_Lofgren,Democratic,"December 21, 1947 (age 77)",31,9817,Neutral,Neutral,Neutral,0.323789906,0.524601385,0.15160871,6,26,3,17.14285714,74.28571429,8.571428571,Neutral,Neutral,Neutral,0.156001563,0.722871489,0.121126942,5,29,1,14.28571429,82.85714286,2.857142857,Neutral,Neutral,Neutral,0.124350673,0.748453207,0.127196116,2,31,2,5.714285714,88.57142857,5.714285714
California,House,Jimmy Panetta,https://en.wikipedia.org/wiki/Jimmy_Panetta,Democratic,"October 1, 1969 (age 55)",9,4033,Neutral,Neutral,Neutral,0.14854718,0.71002485,0.141427988,1,20,0,4.761904762,95.23809524,0,Neutral,Neutral,Neutral,0.064105458,0.777079179,0.158815351,1,18,2,4.761904762,85.71428571,9.523809524,Neutral,Neutral,Neutral,0.014939226,0.851128186,0.133932584,0,20,1,0,95.23809524,4.761904762
California,House,Vince Fong,https://en.wikipedia.org/wiki/Vince_Fong,Republican,"October 24, 1979 (age 45)",1,5618,Neutral,Neutral,Neutral,0.246451142,0.527393139,0.226155735,2,11,1,14.28571429,78.57142857,7.142857143,Neutral,Neutral,Neutral,0.047402699,0.803100253,0.149497089,0,14,0,0,100,0,Neutral,Neutral,Neutral,0.051705236,0.631614871,0.316679892,0,12,2,0,85.71428571,14.28571429
California,House,Jim Costa,https://en.wikipedia.org/wiki/Jim_Costa,Democratic,"April 13, 1952 (age 73)",21,12328,Neutral,Neutral,Neutral,0.212473476,0.620142717,0.167383808,2,40,3,4.444444444,88.88888889,6.666666667,Neutral,Neutral,Neutral,0.101248921,0.767544914,0.131206151,4,37,4,8.888888889,82.22222222,8.888888889,Neutral,Neutral,Neutral,0.07225603,0.777364193,0.150379766,1,40,4,2.222222222,88.88888889,8.888888889
California,House,David Valadao,https://en.wikipedia.org/wiki/David_Valadao,Republican,"April 14, 1977 (age 48)",5,15084,Neutral,Neutral,Neutral,0.335168893,0.526964513,0.13786658,8,37,1,17.39130435,80.43478261,2.173913043,Neutral,Neutral,Neutral,0.176436219,0.718088889,0.105474902,8,36,2,17.39130435,78.26086957,4.347826087,Neutral,Neutral,Neutral,0.203211154,0.682359582,0.114429267,8,34,4,17.39130435,73.91304348,8.695652174
California,House,Jay Obernolte,https://en.wikipedia.org/wiki/Jay_Obernolte,Republican,"August 18, 1970 (age 55)",5,10606,Neutral,Neutral,Neutral,0.211314713,0.647834281,0.140851006,4,37,1,9.523809524,88.0952381,2.380952381,Neutral,Neutral,Neutral,0.125722333,0.721685048,0.152592605,7,33,2,16.66666667,78.57142857,4.761904762,Neutral,Neutral,Neutral,0.103027787,0.753559255,0.143412951,4,35,3,9.523809524,83.33333333,7.142857143
California,House,Salud Carbajal,https://en.wikipedia.org/wiki/Salud_Carbajal,Democratic,"November 18, 1964 (age 60)",9,3446,Neutral,Neutral,Neutral,0.170441112,0.696504172,0.133054734,2,22,0,8.333333333,91.66666667,0,Neutral,Neutral,Neutral,0.072179773,0.749034191,0.178786048,1,20,3,4.166666667,83.33333333,12.5,Neutral,Neutral,Neutral,0.05753529,0.840941446,0.101523259,1,23,0,4.166666667,95.83333333,0
California,House,Raul Ruiz,https://en.wikipedia.org/wiki/Raul_Ruiz_(politician),Democratic,"August 25, 1972 (age 53)",13,8867,Neutral,Neutral,Neutral,0.310152814,0.510406373,0.1794408,4,20,3,14.81481481,74.07407407,11.11111111,Neutral,Neutral,Neutral,0.079732653,0.74901968,0.171247669,1,23,3,3.703703704,85.18518519,11.11111111,Neutral,Neutral,Neutral,0.05286849,0.747387616,0.199743908,1,21,5,3.703703704,77.77777778,18.51851852
